################################################################################
IN SEQ: 	 b'cops in republican senate office violently assault disabled protesters ; reports of serious injuries'
PRED DIST: 	 [3.4456294e-05, 0.000112931804, 6.6790462e-06, 2.0020173e-06, 6.2452156e-05, 0.09525259, 0.84719867, 0.00011377706, 9.859349e-06, 1.9083767e-05, 8.9948135e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump just spent your money to fur ##nish the white house ; the amount will piss you off ( details )'
GOLD SEQ: 	 b'trump just spent your money to fur ##nish the white house ; the amount will piss you off ( details )'
PRED SEQ:	 b'trump just spent your money to fur ##nish the white house ; the amount will piss you off ( details )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.062995344, 0.02761743, 0.00016948524, 0.22164744, 0.00015617868, 4.4488595e-05, 0.03425007, 0.0060947947, 1.1225128e-05, 0.00012295974, 1.6700722e-05, 0.00054655154, 0.0010306637, 0.015840357, 0.30781662, 0.05868304, 0.05817884, 0.021243444, 2.3027913e-05, 0.0018165505, 1.0460881e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'sean spice ##r t ##wee ##ts massive lies about obama ##care & gets leveled online'
GOLD SEQ: 	 b'sean spice ##r t ##wee ##ts massive lies about obama ##care & gets leveled online'
PRED SEQ:	 b'sean spice ##r t ##wee ##ts lies about obama ##care & gets leveled online'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.2369618e-05, 7.081269e-06, 2.6864104e-06, 1.6676053e-05, 3.136567e-05, 0.0005208416, 0.9005909, 0.011869993, 2.4546849e-05, 0.004457757, 0.08325986, 0.00036885135, 0.000107938846, 0.00016545088, 2.3281424e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'nasa is researching ways to bounce asteroids away from earth'
GOLD SEQ: 	 b'nasa is researching ways to bounce asteroids away from earth'
PRED SEQ:	 b'nasa is researching ways to bounce asteroids from earth'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.027017578, 0.04623585, 0.15532692, 0.11003524, 0.0015920353, 0.21553898, 0.21930484, 0.019871743, 0.00023945021, 0.03329358]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'attention parents : here ##s how to explain nut ##ty , nasty donald trump to your children'
GOLD SEQ: 	 b'attention parents : here ##s how to explain nut ##ty , nasty donald trump to your children'
PRED SEQ:	 b'attention parents : here ##s how to explain nut ##ty , nasty donald trump to your children'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0058013415, 0.00034771208, 0.00013321928, 0.025409577, 0.027317654, 0.00047321647, 1.9589243e-05, 0.00011079327, 0.015312219, 0.005576439, 0.00017417192, 0.27637202, 2.5991687e-05, 1.0028239e-05, 7.175154e-06, 0.27857468, 0.0010094461]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump administration shutter ##s cyber security office , because nobody ever tries to hack the us , right'
GOLD SEQ: 	 b'trump administration shutter ##s cyber security office , because nobody ever tries to hack the us , right'
PRED SEQ:	 b'trump administration shutter ##s cyber security office , because nobody ever tries to hack the us , right'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0014065076, 0.000103530176, 0.0014468622, 0.003471144, 0.00038143387, 4.5083318e-05, 0.00010197358, 1.324443e-05, 0.06211018, 0.016356, 0.06585172, 0.018546026, 8.099651e-05, 0.46599963, 0.01993616, 0.02199819, 9.180994e-06, 0.0360898]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'fbi says probing michigan airport stabbing as act of terrorism'
GOLD SEQ: 	 b'fbi says probing michigan airport stabbing as act of terrorism'
PRED SEQ:	 b'fbi says probing michigan airport stabbing as act of terrorism'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.01909546, 0.1225353, 0.39697206, 0.00014904868, 0.00018613237, 0.26658693, 0.028649708, 0.0027233323, 5.0658145e-05, 0.029581223]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : damn ##ing report expose ##s ivan ##kas sick sc ##am'
GOLD SEQ: 	 b'breaking : damn ##ing report expose ##s ivan ##kas sick sc ##am'
PRED SEQ:	 b'breaking : report expose ##s ivan ##kas ivan sick ##am'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00021378315, 0.000108585, 0.33585393, 0.28633952, 0.0005927032, 0.12815715, 0.09882252, 0.00016084248, 0.00036712358, 0.48283923, 0.1440584, 0.049202967]
GOLD TOK: 	 []
PRED TOK: 	 [['ivan']]
################################################################################
IN SEQ: 	 b'please be court ##eous : north carolina veteran reminds neighbors that fireworks can trigger wartime pts ##d'
GOLD SEQ: 	 b'please be court ##eous : north carolina veteran reminds neighbors that fireworks can trigger wartime pts ##d'
PRED SEQ:	 b'please be court ##eous : north carolina veteran reminds neighbors that fireworks can trigger wartime pts ##d'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.027323738, 0.0059087574, 0.019656915, 0.009837568, 0.0012135884, 0.00031394252, 7.2718016e-05, 0.107670054, 0.23565313, 0.15871799, 0.002732424, 0.00391482, 0.021943996, 0.0089658415, 0.14017516, 0.014914929, 0.0065659843]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'can tiny qatar keep def ##ying its powerful neighbors ? it may be up to washington'
GOLD SEQ: 	 b'can tiny qatar keep def ##ying its powerful neighbors ? it may be up to washington'
PRED SEQ:	 b'can use qatar keep def ##ying its powerful neighbors ? it may be up to washington'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0020349354, 0.90580565, 0.0018531951, 0.00032972242, 0.0043000206, 0.0043613114, 0.00031961987, 0.044165745, 0.00026912228, 9.44003e-05, 3.1124764e-05, 7.27081e-05, 4.8715674e-06, 2.4737858e-05, 6.1948326e-06, 0.0010984809]
GOLD TOK: 	 []
PRED TOK: 	 [['use']]
################################################################################
IN SEQ: 	 b'north korea women vow revenge on the united states'
GOLD SEQ: 	 b'north korea women vow revenge on the united states'
PRED SEQ:	 b'north korea women vow on the united states'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0014493376, 0.0016836534, 0.16498907, 0.13935024, 0.25864962, 0.002625426, 2.2434113e-05, 5.432629e-05, 2.1475607e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'anti - choice h ##yp ##oc ##rites do ##x abortion doctors in gods name after judge rules against them'
GOLD SEQ: 	 b'anti - choice h ##yp ##oc ##rites do ##x abortion doctors in gods name after judge rules against them'
PRED SEQ:	 b'anti - choice h ##yp ##oth ##es ##ize abortion doctors do ##x in gods name after judge rules against them against'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00051392126, 0.00011066023, 0.0015280639, 0.9820047, 0.99449366, 0.9935114, 0.99516875, 0.027025659, 0.003916445, 0.00062387716, 0.00015275303, 2.049443e-06, 0.0003992468, 8.076968e-05, 3.3304236e-06, 1.709978e-05, 1.7337712e-05, 2.0468492e-06, 7.702144e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['##oth', '##es', '##ize'], ['do', '##x'], ['against']]
################################################################################
IN SEQ: 	 b'brain ##less go ##p senator declares : we need to work as hard as president trump is working'
GOLD SEQ: 	 b'brain ##less go ##p senator declares : we need to work as hard as president trump is working'
PRED SEQ:	 b'go ##p senator declares : we need to work as hard as president trump is working'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.9648849, 0.982906, 0.0024429485, 0.0006077468, 0.000560746, 0.0024180794, 4.9169957e-06, 9.932413e-06, 6.1938226e-06, 8.514761e-07, 1.0375082e-06, 9.844174e-07, 2.7158615e-06, 8.7012177e-07, 7.3636825e-06, 2.2144864e-06, 2.6836015e-06, 2.4158053e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : trump calls for more police violence at fascist propaganda rally'
GOLD SEQ: 	 b'watch : trump calls for more police violence at fascist propaganda rally'
PRED SEQ:	 b'watch : trump calls for more police violence at fascist rally'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [3.6776805e-06, 1.4517278e-06, 2.9018415e-06, 1.9814859e-06, 9.2847716e-07, 1.6284521e-06, 2.0815462e-06, 1.9069503e-05, 2.7067492e-06, 0.25852916, 0.77883554, 9.1677475e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'texas def ##unds planned parent ##hood ##see ##s spike in teen abortion ##s'
GOLD SEQ: 	 b'texas def ##unds planned parent ##hood ##see ##s spike in teen abortion ##s'
PRED SEQ:	 b'texas def ##unds planned parent ##hood ##s spike in teen abortion ##s'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0031621107, 0.013187982, 0.05151679, 0.00018657038, 3.5977453e-05, 0.0004727699, 0.76932883, 0.266017, 0.14633593, 9.2419716e-05, 0.02500032, 0.012469148, 0.022567729]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'paul ryan sends a message to parents about family values and immediately regrets it'
GOLD SEQ: 	 b'paul ryan sends a message to parents about family values and immediately regrets it'
PRED SEQ:	 b'paul ryan sends a message to parents about family values and regrets it it'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0045820735, 0.0020024334, 0.0037779484, 0.0010858771, 0.0023815155, 8.0723716e-05, 0.0048393197, 0.0022730927, 0.0006362258, 0.0014279627, 0.0032027834, 0.74870986, 0.047766175, 0.020685758]
GOLD TOK: 	 []
PRED TOK: 	 [['it']]
################################################################################
IN SEQ: 	 b'trump just got busted cutting clean water rules to help his golf courses'
GOLD SEQ: 	 b'trump just got busted cutting clean water rules to help his golf courses'
PRED SEQ:	 b'trump just got cutting clean water rules to help his golf courses'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00843438, 0.10616836, 0.04093242, 0.88397294, 0.0012706297, 0.00045261046, 6.52704e-06, 3.4959387e-05, 7.0970455e-05, 0.00029240333, 0.0009464727, 4.734364e-05, 3.2972737e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'parole hearing for o . j . simpsons robbery sentence set for july 20'
GOLD SEQ: 	 b'parole hearing for o . j . simpsons robbery sentence set for july 20'
PRED SEQ:	 b'parole hearing for o . j . simpsons sentence set for july 20'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00059996336, 1.5296906e-05, 7.3237356e-06, 0.00014674467, 4.4831955e-05, 0.000110122215, 0.00025630146, 0.018034218, 0.9558699, 0.0024522333, 2.995907e-05, 1.3081468e-05, 1.1630856e-05, 2.6510468e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'john pod ##est ##a responds to trump ##s twitter attack on him with a vengeance'
GOLD SEQ: 	 b'john pod ##est ##a responds to trump ##s twitter attack on him with a vengeance'
PRED SEQ:	 b'john pod ##est ##a responds to trump ##s twitter attack on him with a vengeance'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.005150619, 0.0023654038, 0.0005653005, 0.00057233596, 0.02422643, 5.388874e-05, 0.033822976, 0.00487489, 0.02120825, 0.24923596, 0.041651197, 0.04339221, 0.014526988, 0.00723872, 0.4599354]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'rex till ##erson refuses to staff the state departments anti - semi ##tism office after july 1 : report'
GOLD SEQ: 	 b'rex till ##erson refuses to staff the state departments anti - semi ##tism office after july 1 : report'
PRED SEQ:	 b'rex till ##erson refuses to staff the state departments office after july 1 : report'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00086060463, 2.1745624e-05, 6.224157e-05, 0.032484293, 7.09144e-06, 0.0003304793, 3.4905931e-06, 1.9014335e-05, 3.287338e-06, 0.90824705, 0.92839, 0.6370057, 0.90969825, 0.00049046904, 0.0007912714, 1.5042126e-05, 2.76541e-06, 4.2708507e-06, 6.4708045e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'cnn accuse ##s trump of juvenile behavior for dangerous t ##wee ##t encouraging violence against the press'
GOLD SEQ: 	 b'cnn accuse ##s trump of juvenile behavior for dangerous t ##wee ##t encouraging violence against the press'
PRED SEQ:	 b'cnn accuse ##s trump of juvenile behavior for dangerous t ##wee ##t encouraging violence against the press'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2750787, 0.20877978, 0.126022, 0.009031815, 0.0007556828, 0.1153127, 0.024878701, 0.0047611026, 0.18603146, 9.84158e-05, 0.00024038534, 0.0005168804, 0.0458943, 0.0037106057, 8.883815e-05, 1.7093174e-05, 0.00012692463]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'ohio judge declares mist ##rial in case against white cop ray tens ##ing who killed unarmed samuel dub ##ose'
GOLD SEQ: 	 b'ohio judge declares mist ##rial in case against white cop ray tens ##ing who killed unarmed samuel dub ##ose'
PRED SEQ:	 b'ohio judge declares mist ##rial in case against white cop ray tens ##ing who killed samuel dub ##ose'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [3.162906e-05, 2.1986869e-05, 0.00176697, 0.0023038907, 0.0037718264, 1.9552829e-06, 8.811683e-06, 4.4999206e-06, 0.005572432, 0.00086304673, 8.7111e-06, 1.2728112e-05, 1.778995e-05, 3.730733e-05, 0.026210047, 0.73993456, 1.626708e-05, 3.35714e-06, 6.299399e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : mitch mcconnell just gave trump bad news'
GOLD SEQ: 	 b'breaking : mitch mcconnell just gave trump bad news'
PRED SEQ:	 b'breaking : mitch mcconnell just gave trump bad'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.038335346, 0.004575319, 0.000112597496, 1.5295183e-05, 0.12365625, 0.005437372, 0.004261823, 0.37824324, 0.46545655]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'eric trump just had a melt ##down of epic proportions & twitter threw a party'
GOLD SEQ: 	 b'eric trump just had a melt ##down of epic proportions & twitter threw a party'
PRED SEQ:	 b'eric trump had a melt ##down of proportions & twitter threw a party'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.076455675, 0.015180976, 0.40561405, 0.035761993, 0.012848364, 0.05597548, 0.04720461, 0.009671436, 0.33992177, 0.051077764, 0.04838733, 0.049861915, 0.024275858, 0.011680133, 0.031589076]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'funny ##man jimmy fallon gets serious , slams shame ##ful trump after charlotte ##sville n * z ##i attack'
GOLD SEQ: 	 b'funny ##man jimmy fallon gets serious , slams shame ##ful trump after charlotte ##sville n * z ##i attack'
PRED SEQ:	 b'funny ##man jimmy fallon gets serious , slams trump after charlotte ##sville n * z ##i attack'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0018329, 0.0007242733, 1.387492e-06, 1.4168075e-06, 7.1273876e-06, 8.728746e-06, 1.5646341e-06, 0.0014475335, 0.98168683, 0.9853559, 9.2093156e-05, 2.2674078e-06, 2.0753641e-06, 1.9556373e-06, 4.1093454e-06, 4.0366067e-06, 3.2374408e-06, 6.300853e-06, 0.00022528614]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'kelly ##anne conway is not the go ##p : republican senator b ##list ##ers top trump adviser over false healthcare claim'
GOLD SEQ: 	 b'kelly ##anne conway is not the go ##p : republican senator b ##list ##ers top trump adviser over false healthcare claim'
PRED SEQ:	 b'kelly ##anne conway is not the go ##p : republican senator b ##list ##ers top trump adviser over healthcare claim'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [7.594646e-05, 2.1241733e-05, 7.146227e-06, 3.5866324e-05, 4.8460206e-05, 9.488151e-06, 2.9376546e-05, 1.0558985e-05, 2.1524487e-05, 0.0001889035, 6.593899e-05, 0.043071143, 0.041226882, 0.06677488, 0.0047699837, 3.151889e-05, 0.00014893942, 0.00073401514, 0.63399446, 0.010757187, 0.007105694]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'mel ##ania makes rare on - camera appearance as trump strangely watches on ( video )'
GOLD SEQ: 	 b'mel ##ania makes rare on - camera appearance as trump strangely watches on ( video )'
PRED SEQ:	 b'mel ##ania makes rare on - camera appearance as trump watches on ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.2046789e-06, 3.0703727e-06, 1.1002745e-06, 2.4188566e-05, 6.729259e-07, 6.373238e-07, 6.8225694e-07, 9.4297184e-07, 7.77996e-07, 1.0981445e-06, 0.99978703, 1.9892736e-06, 7.2566195e-07, 6.7728973e-07, 8.799126e-07, 5.927167e-07]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : fox & friends makes trump look like a fool , admits they lied about come ##y leaking top secret info'
GOLD SEQ: 	 b'watch : fox & friends makes trump look like a fool , admits they lied about come ##y leaking top secret info'
PRED SEQ:	 b'watch : fox & friends makes trump look like a fool , admits they lied about leaking top secret info'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
