################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
GOLD TOK: 	 [['in', 'white', 'house']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'criminal : indiana go ##p makes move to steal elections'
GOLD SEQ: 	 b'criminal : indiana go ##p makes ho ##rri ##fying move to steal elections'
PRED SEQ:	 b'criminal : indiana go ##p makes move to avoid elections'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.14480826, -0.21655834, -0.32215253, -0.1290543, -0.22493264, -0.27577236, -0.19647765, -0.105014384, -0.16174796, -0.29703093]
GOLD TOK: 	 [['ho', '##rri', '##fying']]
PRED TOK: 	 [['avoid']]
################################################################################
IN SEQ: 	 b'u . s . job growth accelerate ##s ; guess what president made that happen'
GOLD SEQ: 	 b'u . s . job growth accelerate ##s ; guess what president made that happen'
PRED SEQ:	 b'u . s . job growth accelerate ##s ; guess what president made that happen'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.072027594, -0.37351492, -0.15592363, -0.23545898, 0.105191804, 0.039359853, -0.15063687, -0.1307793, -0.19442967, -0.06156455, -0.29895777, -0.07424722, -0.29017514, -0.28557634, -0.06316686]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'judge stands up to cry baby leader charles can ##t ##well after he is taken into custody'
GOLD SEQ: 	 b'judge stands up to cry baby neo - nazi leader charles can ##t ##well after he is taken into custody'
PRED SEQ:	 b'judge stands up to cry'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.11193207, -0.04119204, -0.13439514, 0.08100748, 0.15119082, 0.2276686, 0.11920695, 0.1663297, 0.11217472, 0.14656402, 0.38283294, 0.04094273, 0.03507334, -0.009832501, 0.123022616, 0.020791069, 0.24655887]
GOLD TOK: 	 [['neo', '-', 'nazi']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : artist expose ##s trump jr . s corruption in a hot new song its good'
GOLD SEQ: 	 b'watch : artist expose ##s trump jr . s corruption in a hot new song its shocking ##ly good'
PRED SEQ:	 b'watch : artist expose ##s trump jr . s corruption in a hot new song its'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10486725, 0.09559847, 0.17260174, 0.053138033, -0.024185527, 0.26946557, 0.33185464, 0.22105122, 0.44913876, 0.36373922, -0.16657114, -0.02234912, 0.051071774, 0.19186364, 0.1899653, 0.093132444, 0.1477873]
GOLD TOK: 	 [['shocking', '##ly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump jr . makes faux pas like a buff ##oon & gets his a * * handed to him'
GOLD SEQ: 	 b'trump jr . makes amateur faux pas like a buff ##oon & gets his a * * handed to him'
PRED SEQ:	 b'trump jr . makes faux pas like a buff ##oon & gets his a * * handed to him'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.039109007, -0.0580261, -0.114162795, -0.26085222, -0.17414916, -0.114099376, -0.038453475, -0.007817499, 0.035856746, -0.0039513856, -0.102520764, -0.19257152, -0.13153072, 0.0006032139, -0.27985525, -0.34384555, -0.22430143, -0.22023246, -0.145952]
GOLD TOK: 	 [['amateur']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'paul ryan searches for a new focus amid russia scandal ; becomes white house fashion adviser'
GOLD SEQ: 	 b'paul ryan desperately searches for a new focus amid russia scandal ; becomes white house fashion adviser'
PRED SEQ:	 b'paul ryan searches for a new focus amid russia allegations ; becomes white house fashion adviser'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.30441284, 0.21952379, 0.19306941, 0.077712335, 0.10921828, 0.17807326, 0.1358695, 0.13640052, -0.03986054, 0.19006298, 0.25793636, 0.34709615, 0.13409874, 0.09566609, 0.29204926, 0.20930177]
GOLD TOK: 	 [['desperately']]
PRED TOK: 	 [['allegations']]
################################################################################
IN SEQ: 	 b'trump brothers just went after the media and it back ##fires'
GOLD SEQ: 	 b'trump brothers just went after the media and it major ##ly back ##fires'
PRED SEQ:	 b'trump brothers just went after the media and it claims'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15052494, 0.10440228, 0.035832547, 0.19913597, 0.01420071, 0.24085695, 0.15001623, 0.026894353, -0.071241856, -0.18477567, -0.20973909]
GOLD TOK: 	 [['major', '##ly']]
PRED TOK: 	 [['claims']]
################################################################################
IN SEQ: 	 b'michelle obama res ##ur ##face ##d to show mel ##ania how a real first lady acts'
GOLD SEQ: 	 b'michelle obama just res ##ur ##face ##d to show mel ##ania how a real first lady acts'
PRED SEQ:	 b'michelle obama res ##ur ##face ##d to show mel ##ania how a real first lady acts'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.02560892, -0.002671294, 0.013159826, 0.2667572, 0.09269109, 0.0015817285, 0.11345401, -0.08307904, -0.005905375, 0.34806055, -0.1298747, 0.15190895, 0.21743664, 0.086086296, -0.053626027, -0.07292508]
GOLD TOK: 	 [['just']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump just finally t ##wee ##ted about purple heart day and it will piss you off you'
GOLD SEQ: 	 b'trump just finally t ##wee ##ted about purple heart day and it will surely piss you off'
PRED SEQ:	 b'trump just t ##wee ##ted about purple heart day and it will piss you off you'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.07729623, 0.05933213, -0.022165462, -0.1096078, -0.0076652765, -0.011854045, -0.106140085, 0.22437356, 0.31140023, 0.0897808, -0.03837827, -0.10544777, -0.24399105, -0.111808285, -0.3057871, -0.21244574, -0.08142849]
GOLD TOK: 	 [['surely']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump launches alternative facts real news show and might have just invented lie porn'
GOLD SEQ: 	 b'trump launches alternative facts real news show and might have just invented lie porn'
PRED SEQ:	 b'trump launches alternative facts real news show and might have just invented lie porn'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.036584407, -0.05864027, -0.060352802, -0.07462997, 0.08544158, -0.039087158, 0.029572792, -0.11630988, -0.06395352, -0.37244117, -0.066556245, -0.04464926, -0.0639366, -0.025782987]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'eric trump decided to t ##wee ##t something stupid today ; the internet makes him pay'
GOLD SEQ: 	 b'eric trump decided to t ##wee ##t something really stupid today ; the internet makes him pay'
PRED SEQ:	 b'eric trump decided to t ##wee ##t something stupid today ; the internet makes him pay'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19146056, 0.080954835, 0.033507362, -0.15648001, -0.36632183, -0.26031196, -0.21699199, -0.03979349, -0.06482929, -0.21298745, -0.13697094, 0.17442614, -0.1190583, -0.21347055, -0.03133955, -0.026400045]
GOLD TOK: 	 [['really']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump son - in - law ku ##sh ##ner attempted to buy national en ##qui ##rer : report'
GOLD SEQ: 	 b'trump son - in - law ku ##sh ##ner attempted to buy scandal - mon ##ger ##ing national en ##qui ##rer : report'
PRED SEQ:	 b'trump son - in - law ku ##sh ##ner attempted to buy national en ##qui ##rer : report'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.24090968, 0.31098676, 0.085728586, -0.05566454, 0.0842734, 0.24037045, 0.46126282, 0.40055883, 0.25370753, 0.37007567, 0.18110764, 0.31979555, 0.06728673, 0.13941279, 0.36490548, -0.033964057, 0.2064434, 0.012525275]
GOLD TOK: 	 [['scandal', '-', 'mon', '##ger', '##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'new poll shows just how much republicans'
GOLD SEQ: 	 b'new poll shows just how much republicans hate higher education'
PRED SEQ:	 b'new poll shows just how much republicans'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.257097, 0.26956326, 0.024379991, 0.27554765, 0.10870106, -0.099573925, -0.0396114]
GOLD TOK: 	 [['hate', 'higher', 'education']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the whole thing is tar ##nished : trump has already up the process of getting a new fbi director'
GOLD SEQ: 	 b'the whole thing is tar ##nished : trump has already foul ##ed up the process of getting a new fbi director'
PRED SEQ:	 b'the whole thing is removed : trump has already up the process of getting a new fbi director'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0014843494, -0.017778665, -0.11039151, -0.028510444, 0.4536126, -0.03608545, -0.06034609, -0.10756375, -0.07338619, -0.059072316, 0.023165762, 0.14055866, 0.23699449, 0.17797409, 0.28608716, 0.3002186, 0.42448956, 0.10109677, 0.2791374]
GOLD TOK: 	 [['foul', '##ed']]
PRED TOK: 	 [['removed']]
################################################################################
IN SEQ: 	 b'north carolina sheriff issues lecture to reporter who questioned him on prayer event'
GOLD SEQ: 	 b'north carolina sheriff issues conde ##sc ##ending lecture to reporter who questioned him on prayer event'
PRED SEQ:	 b'north carolina sheriff issues lecture to reporter who questioned him on prayer event'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.067232385, 0.17960773, 0.008882493, 0.061757475, 0.25762638, 0.20493135, 0.20488577, 0.0849656, 0.17021623, 0.039212078, -0.09159893, 0.1738709, 0.045417428]
GOLD TOK: 	 [['conde', '##sc', '##ending']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump stated he spoke with putin ; thinks private col ##lusion is totally fine ( t ##wee ##ts )'
GOLD SEQ: 	 b'trump admits he spoke with putin ; thinks private col ##lusion is totally fine ( t ##wee ##ts )'
PRED SEQ:	 b'trump stated he spoke with putin ;'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15822181, 0.19636874, 0.3073262, 0.21490677, 0.23793288, 0.29357535, -0.053016096, 0.12970585, 0.3108554, 0.3320511, 0.253474, 0.44048154, 0.41033033, 0.32995504, 0.063352585, -0.18099293, -0.2638145, -0.30032468, 0.10880781]
GOLD TOK: 	 [['admits']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'radio host trump praised for reputation does his best to do him proud ( video )'
GOLD SEQ: 	 b'radio host trump praised for amazing reputation does his best to do him proud ( video )'
PRED SEQ:	 b'radio host trump praised for reputation does his best to do him proud ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.02252166, 0.065899126, 0.2526789, 0.26248646, -0.0046383142, -0.014462039, -0.042311177, 0.037296366, -0.16856562, -0.013503268, 0.00039745122, 0.011601143, -0.037066728, 0.022382706, -0.11671156, -0.07668253]
GOLD TOK: 	 [['amazing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'here are 5 things you should know about the trial for americas sheriff joe ar ##pa ##io'
GOLD SEQ: 	 b'here are 5 things you should know about the trial for americas tough ##est sheriff joe ar ##pa ##io'
PRED SEQ:	 b'here are 5 things you should know about the trial for americas sheriff joe ar ##pa ##io'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.17408995, 0.090151876, 0.13745072, 0.1283332, 0.2606203, 0.464847, 0.17552146, 0.108752236, 0.28998446, 0.2800042, 0.30238524, 0.19130807, 0.17526788, 0.26285982, 0.20311572, 0.13977295, 0.27655864]
GOLD TOK: 	 [['tough', '##est']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'devin nun ##es : i never said i was leaving the russia investigation for good'
GOLD SEQ: 	 b'devin nun ##es : i never said i was leaving the russia investigation for good'
PRED SEQ:	 b'devin nun ##es : i never said i was leaving the russia investigation for'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10677479, 0.06916102, -0.16205671, 0.089051396, 0.18899453, 0.0032231584, 0.1790455, 0.19289157, 0.081255905, 0.27642575, 0.109575436, -0.033138372, 0.03643526, 0.283817, 0.2200593]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump tries to use complete lie about former president obama to justify pardon ##ing joe ar ##pa ##io'
GOLD SEQ: 	 b'trump tries to use complete lie about former president obama to justify pardon ##ing joe ar ##pa ##io'
PRED SEQ:	 b'trump tries to use complete lie about former president obama to justify pardon ##ing joe ar ##pa ##io'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.32488394, 0.25079924, 0.24025346, 0.45783797, 0.47094688, 0.42186567, 0.44596532, 0.38296306, 0.43753484, 0.40460187, 0.35548937, 0.41229236, 0.38885587, 0.28761503, 0.46984345, 0.38663486, 0.2485108, 0.42117086]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump secretary of un - education betsy dev ##os just got the shock of her career'
GOLD SEQ: 	 b'trump secretary of un - education betsy dev ##os just got the shock of her career !'
PRED SEQ:	 b'trump secretary of un - education betsy dev ##os just got the shock of her career'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1794114, 0.33050168, -0.036314443, 0.051094294, -0.11806106, 0.15812847, 0.33809438, 0.260295, 0.0890227, 0.1430603, 0.14201061, 0.29569688, 0.21822622, 0.049413055, 0.20605671, 0.2670501]
GOLD TOK: 	 [['!']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'president trump drops robert mueller on am talk show ( video )'
GOLD SEQ: 	 b'president trump drops robert mueller bombs ##hell on am talk show ( video )'
PRED SEQ:	 b'president trump claims robert mueller on am talk show ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.053950116, 0.10866548, 0.20940207, 0.5362698, 0.15607095, -0.007147774, 0.03450799, 0.23164497, 0.29120365, 0.21881439, 0.05976348, 0.13112254]
GOLD TOK: 	 [['bombs', '##hell']]
PRED TOK: 	 [['claims']]
################################################################################
IN SEQ: 	 b'breaking : jeff session uses 1 word to justify his hate for muslims its sick'
GOLD SEQ: 	 b'breaking : jeff session uses 1 word to justify his hate for muslims its sick'
PRED SEQ:	 b'breaking : jeff session uses 1 word to justify his hate for muslims its'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.036178987, -0.011325002, 0.20631492, 0.06258567, 0.19654793, -0.12982258, -0.060073256, -0.116363384, 0.046086274, -0.022795234, -0.09015735, -0.22672242, -0.09632018, 0.05587993, 0.019683443]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'us total solar eclipse sparks spectator'
GOLD SEQ: 	 b'us total solar eclipse sparks spectator excitement'
PRED SEQ:	 b'us total solar eclipse sparks'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.20508996, 0.014151365, -0.0043422654, -0.04688932, 0.0013020635, 0.09431976]
GOLD TOK: 	 [['excitement']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'lord of the rings actor just read trump ##s t ##wee ##ts in go ##llum ##s voice'
GOLD SEQ: 	 b'lord of the rings actor just hilarious ##ly read trump ##s t ##wee ##ts in go ##llum ##s voice'
PRED SEQ:	 b'lord of the rings actor'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.048587218, -0.033103697, -0.01081869, 0.16096711, 0.114933476, 0.026407864, -0.11128867, -0.19158778, -0.24656296, -0.28547496, -0.080418594, -0.19275308, -0.060056433, 0.0033593923, 0.05257404, 0.028161712, 0.10433874]
GOLD TOK: 	 [['hilarious', '##ly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'amid charlotte ##sville crisis trump plans to pardon convicted criminal and former officer former officer'
GOLD SEQ: 	 b'amid charlotte ##sville crisis trump plans to pardon convicted criminal and racist former officer'
PRED SEQ:	 b'amid charlotte ##sville crisis trump plans to pardon convicted criminal and former officer former officer'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]
PRED DIST: 	 [-0.09614307, -0.04794845, -0.11639662, 0.05404564, 0.09995579, 0.13587756, 0.041863993, 0.13422182, 0.15555179, -0.052683868, 0.05278427, 0.15845592, -0.08054031, 0.2220981, -0.07383588]
GOLD TOK: 	 [['racist']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'millennia ##ls are fighting to build a more socially conscious world built on authenticity'
GOLD SEQ: 	 b'millennia ##ls are fighting to build a more socially conscious world built on authenticity'
PRED SEQ:	 b'millennia ##ls are fighting to build a more socially conscious world built on authenticity'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12103854, 0.050090425, 0.02926752, 0.084135465, 0.13291726, 0.22120321, 0.11402409, 0.2165932, 0.17853156, 0.14623973, 0.11525242, 0.16143288, -0.24705675, 0.14817956]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'obama ##s ambassador to russia slams trump after putin meeting'
