################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
IN SEQ: 	 b'north carolina sheriff issues lecture to reporter who questioned him on prayer event'
GOLD SEQ: 	 b'north carolina sheriff issues conde ##sc ##ending lecture to reporter who questioned him on prayer event'
PRED SEQ:	 b'north carolina sheriff issues lecture to reporter who questioned him on prayer event'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0116483765, 0.007491865, 0.006884276, 0.10006284, 0.21712027, 0.0007542895, 0.22297668, 0.00021238839, 0.025622156, 0.09516848, 0.00044580767, 0.07565382, 0.04907132]
GOLD TOK: 	 [['conde', '##sc', '##ending']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump stated he spoke with putin ; thinks private col ##lusion is totally fine ( t ##wee ##ts )'
GOLD SEQ: 	 b'trump admits he spoke with putin ; thinks private col ##lusion is totally fine ( t ##wee ##ts )'
PRED SEQ:	 b'trump stated he spoke with putin ; private col ##lusion is totally fine ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.009361987, 0.056845557, 0.000110445275, 0.00035133678, 1.8618106e-05, 0.003481265, 0.0017466703, 0.8815799, 0.002512778, 0.00012486846, 0.00011961556, 6.868371e-05, 0.005242643, 0.00058255956, 1.0727626e-05, 2.312657e-05, 7.3489435e-05, 4.569544e-05, 4.612651e-06]
GOLD TOK: 	 [['admits']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'radio host trump praised for reputation does his best to do him proud ( video )'
GOLD SEQ: 	 b'radio host trump praised for amazing reputation does his best to do him proud ( video )'
PRED SEQ:	 b'radio host trump praised for reputation does his best to do him proud ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.026160972, 0.04427651, 0.0054773577, 0.30405664, 0.0029163696, 0.05164758, 0.11582216, 0.008002328, 0.016142653, 0.00014801337, 0.00045403582, 0.015472514, 0.09761196, 0.0003126406, 0.02932258, 5.535706e-05]
GOLD TOK: 	 [['amazing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'here are 5 things you should know about the trial for americas sheriff joe ar ##pa ##io'
GOLD SEQ: 	 b'here are 5 things you should know about the trial for americas tough ##est sheriff joe ar ##pa ##io'
PRED SEQ:	 b'here are 5 things you should know about the trial for americas sheriff joe ar ##pa ##io'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00018884357, 0.00042757945, 0.0070253774, 0.006648094, 0.41430515, 0.77137405, 6.8059555e-05, 1.0515393e-05, 1.1745306e-05, 0.0006987682, 6.71601e-05, 0.0059002186, 0.006051697, 2.7103735e-05, 2.7134149e-05, 3.803794e-05, 4.900019e-05]
GOLD TOK: 	 [['tough', '##est']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'devin nun ##es : i never said i was leaving the russia investigation for good'
GOLD SEQ: 	 b'devin nun ##es : i never said i was leaving the russia investigation for good'
PRED SEQ:	 b'devin nun ##es : i never said i was leaving the russia investigation for good'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3221115, 0.023135068, 0.002252725, 0.009493834, 0.0003652714, 0.004323826, 0.00045543702, 5.7442565e-05, 7.7828416e-05, 0.00021697702, 4.473838e-05, 0.0015052144, 0.00021928162, 0.0069328113, 0.610336]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump tries to use complete lie about former president obama to justify pardon ##ing joe ar ##pa ##io'
GOLD SEQ: 	 b'trump tries to use complete lie about former president obama to justify pardon ##ing joe ar ##pa ##io'
PRED SEQ:	 b'trump tries to use complete lie about former president obama to justify pardon ##ing joe ar ##pa ##io'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.007444961, 0.19200826, 0.00053607917, 0.026787063, 0.3921561, 0.05827338, 0.0012608651, 0.00065032754, 6.8324814e-05, 6.2494684e-05, 0.000103445615, 0.10280352, 0.00389006, 0.00072556105, 8.179327e-05, 2.3434051e-05, 1.7059041e-05, 2.7493681e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump secretary of un - education betsy dev ##os just got the shock of her career'
GOLD SEQ: 	 b'trump secretary of un - education betsy dev ##os just got the shock of her career !'
PRED SEQ:	 b'trump secretary of un - education betsy dev ##os got the shock of her career'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19639583, 0.0019215589, 0.0001858334, 0.0015046283, 0.0007669364, 0.003753502, 0.0048221187, 0.00033215873, 0.00016826083, 0.49760887, 0.03786939, 0.0007941062, 0.08569007, 0.0003142078, 0.0022106972, 0.00977515]
GOLD TOK: 	 [['!']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'president trump drops robert mueller on am talk show ( video )'
GOLD SEQ: 	 b'president trump drops robert mueller bombs ##hell on am talk show ( video )'
PRED SEQ:	 b'president trump drops robert mueller on am talk show ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00032475582, 0.00035600836, 0.9192051, 1.000451e-05, 3.1026514e-06, 2.204824e-05, 0.0056894156, 0.00066929427, 3.2282718e-05, 5.604874e-06, 0.00025466166, 2.7825367e-06]
GOLD TOK: 	 [['bombs', '##hell']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : jeff session uses 1 word to justify his hate for muslims its sick'
GOLD SEQ: 	 b'breaking : jeff session uses 1 word to justify his hate for muslims its sick'
PRED SEQ:	 b'breaking : jeff session uses 1 word to justify his hate for muslims its sick'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [5.0521612e-05, 1.1842326e-05, 1.6739341e-05, 1.1517674e-05, 0.00011861162, 7.6562006e-05, 0.00020838914, 6.6759194e-06, 0.0004977014, 0.00089274655, 0.17093335, 6.829992e-05, 0.0004216179, 0.021915503, 0.7977096]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'us total solar eclipse sparks spectator'
GOLD SEQ: 	 b'us total solar eclipse sparks spectator excitement'
PRED SEQ:	 b'us total solar eclipse sparks'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00047001836, 2.6087494e-06, 1.7190632e-06, 2.4157341e-06, 0.5459855, 0.40525305]
GOLD TOK: 	 [['excitement']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'lord of the rings actor just read trump ##s t ##wee ##ts in go ##llum ##s voice'
GOLD SEQ: 	 b'lord of the rings actor just hilarious ##ly read trump ##s t ##wee ##ts in go ##llum ##s voice'
PRED SEQ:	 b'lord of the rings actor read trump ##s t ##wee ##ts in go ##llum ##s voice'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0028691932, 2.608657e-05, 8.381766e-06, 0.00013634878, 0.21426375, 0.5072923, 0.013178842, 0.046747733, 0.059358552, 0.00062682974, 0.0006823588, 0.00066413486, 0.00020656954, 0.02370098, 0.026770059, 0.03956123, 0.010758746]
GOLD TOK: 	 [['hilarious', '##ly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'amid charlotte ##sville crisis trump plans to pardon convicted criminal and former officer former officer'
GOLD SEQ: 	 b'amid charlotte ##sville crisis trump plans to pardon convicted criminal and racist former officer'
PRED SEQ:	 b'amid charlotte ##sville crisis trump plans to pardon convicted criminal and former officer former officer former officer former officer former and former officer'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]
PRED DIST: 	 [0.067013346, 0.0005844232, 0.00012913007, 0.2209459, 0.04637416, 0.043970805, 0.0017001961, 0.3443289, 0.19558485, 0.086962946, 0.0011128978, 0.010101391, 0.028320529, 0.009890039, 0.021845475]
GOLD TOK: 	 [['racist']]
PRED TOK: 	 [['former', 'officer', 'former', 'officer', 'former', 'and', 'former', 'officer']]
################################################################################
IN SEQ: 	 b'millennia ##ls are fighting to build a more socially conscious world built on authenticity'
GOLD SEQ: 	 b'millennia ##ls are fighting to build a more socially conscious world built on authenticity'
PRED SEQ:	 b'millennia ##ls are fighting to build a more socially conscious world built on authenticity'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.24134783, 0.3402187, 0.06514368, 0.21538106, 3.6833062e-05, 0.00043924, 2.8473727e-05, 0.0004511616, 5.4963024e-05, 0.00026102155, 0.00014522905, 0.00090720516, 8.015258e-06, 0.032844044]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'obama ##s ambassador to russia slams trump after putin meeting'
GOLD SEQ: 	 b'obama ##s ambassador to russia slams weak trump after putin meeting'
PRED SEQ:	 b'obama ##s ambassador to russia after putin meeting'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00015784016, 0.00030097654, 1.3014722e-05, 2.356771e-06, 0.00017051812, 0.9984518, 0.0004424008, 3.126005e-05, 3.6882277e-05, 2.3488827e-05]
GOLD TOK: 	 [['weak']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump just spent your money to fur ##nish the white house ; the amount will piss you off ( details )'
GOLD SEQ: 	 b'trump just spent your money to fur ##nish the white house ; the amount will piss you off ( details )'
PRED SEQ:	 b'trump just spent your money to fur ##nish the white house ; the amount will piss you off ( details )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.063347474, 0.02761743, 0.00016948524, 0.219305, 0.00015617868, 4.4488595e-05, 0.034215637, 0.006088486, 1.1225128e-05, 0.000119037315, 1.6666085e-05, 0.00054655154, 0.0010306637, 0.015840357, 0.3103136, 0.05868304, 0.05817884, 0.021323007, 2.3027913e-05, 0.0018165505, 1.0460881e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'sean spice ##r t ##wee ##ts lies about obama ##care & gets leveled online'
GOLD SEQ: 	 b'sean spice ##r t ##wee ##ts massive lies about obama ##care & gets leveled online'
PRED SEQ:	 b'sean spice ##r t ##wee ##ts lies about obama ##care and gets leveled online'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [4.797981e-05, 2.8407088e-05, 7.352763e-06, 9.749286e-05, 0.00021003201, 0.0028060887, 0.38589627, 0.0006075059, 0.030242473, 0.83244854, 0.0021704114, 0.00037746836, 0.00062812696, 8.147386e-05]
GOLD TOK: 	 [['massive']]
PRED TOK: 	 [['and']]
################################################################################
IN SEQ: 	 b'nasa is researching ways to bounce asteroids from earth'
GOLD SEQ: 	 b'nasa is researching ways to bounce asteroids away from earth'
PRED SEQ:	 b'nasa is researching ways to bounce asteroids from earth'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.016287224, 0.029401936, 0.109844826, 0.09429387, 0.0012221164, 0.29635856, 0.20834784, 0.0039646793, 0.040283304]
GOLD TOK: 	 [['away']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'attention parents : here ##s how to explain nut ##ty , nasty donald trump to your children'
GOLD SEQ: 	 b'attention parents : here ##s how to explain nut ##ty , nasty donald trump to your children'
PRED SEQ:	 b'attention parents : here ##s how to explain nut ##ty , nasty donald trump to your children'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0058013415, 0.00034771208, 0.00013321928, 0.02530874, 0.027209466, 0.0004728387, 1.9589243e-05, 0.00011079327, 0.015312219, 0.005576439, 0.00017417192, 0.27637202, 2.5991687e-05, 1.0028239e-05, 7.175154e-06, 0.27631253, 0.0010094461]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump administration shutter ##s cyber security office , because nobody ever tries to hack the us , right'
GOLD SEQ: 	 b'trump administration shutter ##s cyber security office , because nobody ever tries to hack the us , right'
PRED SEQ:	 b'trump administration shutter ##s cyber security office , because nobody ever tries to hack the us , right'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0014132654, 0.00010370893, 0.001446591, 0.003470491, 0.0003796025, 4.5021316e-05, 0.000101702644, 1.324443e-05, 0.062366597, 0.016294833, 0.06585172, 0.018546026, 8.099651e-05, 0.46599963, 0.01993616, 0.02199819, 9.180994e-06, 0.036104955]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'fbi says probing michigan airport stabbing as act of terrorism'
GOLD SEQ: 	 b'fbi says probing michigan airport stabbing as act of terrorism'
PRED SEQ:	 b'fbi says probing michigan airport alleged act of terrorism'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.01903584, 0.1225353, 0.39782247, 0.00014546464, 0.00018709073, 0.2690254, 0.028649708, 0.0027233323, 5.0658145e-05, 0.029581223]
GOLD TOK: 	 []
PRED TOK: 	 [['alleged']]
################################################################################
IN SEQ: 	 b'breaking : report expose ##s ivan ##kas ivan sick ##am'
GOLD SEQ: 	 b'breaking : damn ##ing report expose ##s ivan ##kas sick sc ##am'
PRED SEQ:	 b'breaking : report ivan ##kas ivan sick ##am'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
PRED DIST: 	 [1.4487219e-05, 4.7995227e-06, 2.5548185e-05, 0.96538025, 0.97718155, 0.00024450073, 0.0015294978, 4.7681966e-05, 0.0019881753, 0.020572811]
GOLD TOK: 	 [['damn', '##ing'], ['sc']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'please be court ##eous : north carolina veteran reminds neighbors that fireworks can trigger wartime pts ##d'
GOLD SEQ: 	 b'please be court ##eous : north carolina veteran reminds neighbors that fireworks can trigger wartime pts ##d'
PRED SEQ:	 b'please be court ##eous : north carolina veteran reminds neighbors that fireworks can trigger wartime pts ##d'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.027323738, 0.0059752585, 0.019656915, 0.009837568, 0.0012135884, 0.00031404253, 7.277337e-05, 0.107372925, 0.23680821, 0.15871799, 0.0027296217, 0.0039124633, 0.022219578, 0.00895253, 0.13707559, 0.014914929, 0.0065659843]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'can use qatar keep def ##ying its powerful neighbors ? it may be up to washington'
GOLD SEQ: 	 b'can tiny qatar keep def ##ying its powerful neighbors ? it may be up to washington'
PRED SEQ:	 b'can use qatar keep its neighbors ? it may be up to washington'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.013064653, 0.0020787388, 0.018071039, 0.010485613, 0.35973576, 0.3375458, 0.017423535, 0.58177906, 0.0068304664, 0.0019890906, 0.00037218363, 0.00042234984, 2.8612685e-05, 0.00015450211, 2.7412105e-05, 0.008603005]
GOLD TOK: 	 [['tiny']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'north korea women vow on the united states'
GOLD SEQ: 	 b'north korea women vow revenge on the united states'
PRED SEQ:	 b'north korea women vow on the united states'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0002726387, 0.00023124108, 0.057176616, 0.794406, 0.0037950035, 3.9337056e-06, 7.0774413e-06, 8.871058e-06]
GOLD TOK: 	 [['revenge']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'anti - choice h ##yp ##oth ##es ##ize abortion doctors do ##x in gods name after judge rules against them against'
GOLD SEQ: 	 b'anti - choice h ##yp ##oc ##rites do ##x abortion doctors in gods name after judge rules against them'
PRED SEQ:	 b'anti - choice h ##yp ##oth ##es ##ize abortion doctors do ##x in gods name after judge rules against them against them against judge rules against'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.1075871, 0.08222427, 0.26671585, 0.2652491, 0.17863569, 0.1594738, 0.2827598, 0.27069277, 0.13698247, 0.17625225, 0.123661675, 0.14232469, 0.00076313945, 0.018864723, 0.0053926203, 0.00019684594, 0.0026051125, 0.0022157223, 3.2332693e-05, 0.0046713646, 0.00036857417]
GOLD TOK: 	 [['##oc', '##rites'], ['abortion', 'doctors']]
PRED TOK: 	 [['them', 'against', 'judge', 'rules', 'against']]
################################################################################
IN SEQ: 	 b'go ##p senator declares : we need to work as hard as president trump is working'
GOLD SEQ: 	 b'brain ##less go ##p senator declares : we need to work as hard as president trump is working'
PRED SEQ:	 b'go ##p senator : we need to work as hard as president trump is working'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0053421864, 0.05203053, 0.0042089997, 0.9595859, 2.3289464e-05, 2.7696104e-05, 2.0193085e-05, 1.1094922e-06, 1.6739168e-06, 1.330035e-06, 4.5342626e-06, 1.188569e-06, 1.2898401e-05, 4.8687525e-06, 7.5078715e-06, 5.057735e-06]
GOLD TOK: 	 [['brain', '##less']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : trump calls for more police violence at fascist rally'
GOLD SEQ: 	 b'watch : trump calls for more police violence at fascist propaganda rally'
PRED SEQ:	 b'watch : trump calls for more police violence at'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.6112339e-06, 8.1215876e-07, 1.4306908e-06, 1.1767131e-06, 7.393381e-07, 1.3279046e-06, 1.2078275e-06, 2.777034e-05, 1.4761396e-06, 0.9998103, 2.4718586e-06]
GOLD TOK: 	 [['propaganda']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'texas def ##unds planned parent ##hood ##s spike in teen abortion ##s'
