################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.039956257, -0.3878243, 0.031119093, -0.055703655, -0.17591237, -0.113530874, 0.36759076, 0.036545888, -0.10509727, 0.042999808, 0.1087698, 0.17000547, 0.17369777, 0.1873861, 0.19427744, -0.02071184, -0.15890418, -0.16663982, -0.0021888167]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump jr . makes faux pas like a buff ##oon & gets his a * * handed to him'
GOLD SEQ: 	 b'trump jr . makes amateur faux pas like a buff ##oon & gets his a * * handed to him'
PRED SEQ:	 b'trump jr . makes faux pas like a buff ##oon & gets his a * * handed to him'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.27103755, 0.49066174, 0.18058418, 0.07253732, 0.17498189, 0.150207, -0.057069242, 0.20935462, 0.2036245, 0.10739346, 0.08971681, 0.21192014, 0.36962134, 0.4896368, 0.55956274, 0.5574726, 0.5823764, 0.52744526, 0.47249034]
GOLD TOK: 	 [['amateur']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'paul ryan searches for a new focus amid russia scandal ; becomes white house fashion adviser'
GOLD SEQ: 	 b'paul ryan desperately searches for a new focus amid russia scandal ; becomes white house fashion adviser'
PRED SEQ:	 b'paul ryan searches for a new focus amid russia allegations ; becomes white house fashion adviser'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.097456515, -0.09266311, 0.045846887, 0.12420508, 0.15983644, 0.19427702, 0.20925272, -0.15208207, -0.09672776, -0.03333026, -0.1462794, -0.055613935, 0.038064547, 0.13031617, 0.16083822, -0.029344127]
GOLD TOK: 	 [['desperately']]
PRED TOK: 	 [['allegations']]
################################################################################
IN SEQ: 	 b'trump brothers just went after the media and it major ##ly back ##fires'
GOLD SEQ: 	 b'trump brothers just went after the media and it major ##ly back ##fires'
PRED SEQ:	 b'trump brothers just went after the media and it major ##ly back ##fires'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19072135, 0.38298652, 0.39857802, 0.4989568, 0.07577145, 0.16435845, 0.1221381, 0.047617793, 0.26067066, 0.16481118, 0.03903863, 0.04034823, 0.097276956]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'michelle obama res ##ur ##face ##d to show mel ##ania how a real first lady acts'
GOLD SEQ: 	 b'michelle obama just res ##ur ##face ##d to show mel ##ania how a real first lady acts'
PRED SEQ:	 b'michelle obama res ##ur ##face ##d to show mel ##ania how a real first lady acts'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.25909427, 0.07127008, 0.06350547, -0.14536065, -0.091211885, 0.032985985, 0.099053696, 0.2261927, -0.029899225, 0.04823187, 0.20347527, 0.07114364, 0.026331633, 0.051276416, 0.018593743, 0.13989712]
GOLD TOK: 	 [['just']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump just t ##wee ##ted about purple heart day and it will surely piss you off'
GOLD SEQ: 	 b'trump just finally t ##wee ##ted about purple heart day and it will surely piss you off'
PRED SEQ:	 b'trump just t ##wee ##ted about purple heart day and it will surely piss you off'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.66764784, 0.576683, 0.29607058, 0.24070111, 0.12318117, 0.48674902, 0.6879442, 0.7837124, 0.7159035, 0.5096172, 0.71606654, 0.89158523, 0.7241938, 0.5339954, 0.82532513, 0.4073516]
GOLD TOK: 	 [['finally']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump launches alternative facts real news show and might have just invented lie porn'
GOLD SEQ: 	 b'trump launches alternative facts real news show and might have just invented lie porn'
PRED SEQ:	 b'trump launches alternative facts real news show and might have just invented lie porn'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3866599, 0.22965722, 0.08786915, 0.27031103, 0.28752732, 0.38572836, 0.26287478, 0.2633779, 0.54228103, 0.40910387, 0.4789359, 0.33009374, 0.3221049, 0.2586255]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'eric trump decided to t ##wee ##t something really stupid today ; the internet makes him pay'
GOLD SEQ: 	 b'eric trump decided to t ##wee ##t something really stupid today ; the internet makes him pay'
PRED SEQ:	 b'eric trump decided to t ##wee ##t something really stupid today ; the internet makes him pay'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.22527608, 0.13391611, 0.08362882, 0.109766036, 0.082310066, 0.061173912, 0.1251801, 0.16528909, 0.11089691, 0.050260674, 0.08848378, -0.13975379, 0.30269778, 0.2000307, 0.21587819, 0.45083123, 0.1864144]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump son - in - law ku ##sh ##ner attempted to buy the national en ##qui ##rer : report'
GOLD SEQ: 	 b'trump son - in - law ku ##sh ##ner attempted to buy scandal - mon ##ger ##ing national en ##qui ##rer : report'
PRED SEQ:	 b'trump son - in - law ku ##sh ##ner attempted to buy the national en ##qui ##rer : report'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.32666668, 0.36472845, 0.006508272, 0.2928774, -0.06222824, 0.2207964, 0.0020873249, 0.107623465, -0.07870081, 0.2709431, 0.17873725, 0.25500607, 0.6409153, 0.4457327, 0.4110463, 0.48764855, 0.3396081, 0.16418843, 0.6008511]
GOLD TOK: 	 [['scandal', '-', 'mon', '##ger', '##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'new poll shows just how much republicans'
GOLD SEQ: 	 b'new poll shows just how much republicans hate higher education'
PRED SEQ:	 b'new poll shows just how much republicans'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2208313, 0.008119643, -0.22673586, 0.04824069, 0.22739339, -0.14555119, -0.0044467747]
GOLD TOK: 	 [['hate', 'higher', 'education']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the whole thing is tar ##nished : trump has already foul ##ed up the process of getting a new fbi director'
GOLD SEQ: 	 b'the whole thing is tar ##nished : trump has already foul ##ed up the process of getting a new fbi director'
PRED SEQ:	 b'the whole thing is tar ##nished : trump has already foul ##ed up the process of getting a new fbi director'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.4333052, 0.37443334, 0.16011003, -0.032932576, 0.014573716, 0.09792171, -0.06897353, 0.25503045, 0.1492165, 0.25349784, 0.3099655, 0.27111, -0.020404264, 0.22444604, 0.19974896, 0.05211501, 0.009614859, 0.19753343, 0.3158416, 0.4688905, 0.33719805]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'north carolina sheriff issues lecture to reporter who questioned him on prayer event'
GOLD SEQ: 	 b'north carolina sheriff issues conde ##sc ##ending lecture to reporter who questioned him on prayer event'
PRED SEQ:	 b'north carolina sheriff issues lecture to reporter who questioned him on prayer event'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16852945, 0.052972242, 0.093078, 0.031000279, 0.13801575, -0.11567739, 0.1454576, 0.0019483119, 0.03742248, 0.14612716, 0.0074786395, 0.06664857, 0.021181852]
GOLD TOK: 	 [['conde', '##sc', '##ending']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump states he spoke with putin ; thinks private col ##lusion is totally fine ( t ##wee ##ts )'
GOLD SEQ: 	 b'trump admits he spoke with putin ; thinks private col ##lusion is totally fine ( t ##wee ##ts )'
PRED SEQ:	 b'trump states he spoke with putin ;'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.17449863, 0.10932835, 0.07703774, 0.083885685, -0.05284042, 0.095801234, 0.068034425, 0.15577184, 0.048393354, -0.00071591884, 0.022539329, 0.09576994, 0.04007692, 0.05791893, 0.093612924, -0.07150032, -0.0031136572, -0.32043004, -0.13812704]
GOLD TOK: 	 [['admits']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'radio host trump praised for a reputation does his best to do him proud ( video )'
GOLD SEQ: 	 b'radio host trump praised for amazing reputation does his best to do him proud ( video )'
PRED SEQ:	 b'radio host trump praised for a reputation does his best to do him proud ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19966178, -0.02936387, -0.107508585, 0.14012106, -0.00048269331, 0.02285318, 0.058429576, -0.027607054, 0.090024546, -0.49795288, 0.020452067, -0.020181745, 0.3013325, 0.09925939, 0.13712142, 0.2619249, 0.06399009]
GOLD TOK: 	 [['amazing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'here are 5 things you should know about the trial for americas'
GOLD SEQ: 	 b'here are 5 things you should know about the trial for americas tough ##est sheriff joe ar ##pa ##io'
PRED SEQ:	 b'here are 5 things you should know about the trial for americas'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1777584, 0.09223312, 0.16137087, 0.089376435, -0.0785009, -0.0022191107, -0.065827996, -0.014324769, -0.10241616, -0.066768914, -0.23315336, -0.054805785]
GOLD TOK: 	 [['tough', '##est', 'sheriff', 'joe', 'ar', '##pa', '##io']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'devin nun ##es : i never said i was leaving the russia investigation for'
GOLD SEQ: 	 b'devin nun ##es : i never said i was leaving the russia investigation for good'
PRED SEQ:	 b'devin nun ##es : i never said i was leaving the russia investigation for'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.14723025, -0.3199014, -0.52295935, -0.43581206, -0.23798326, -0.31876367, -0.22556339, -0.1505947, -0.17502812, -0.13483939, -0.2939759, -0.26459703, -0.22643203, -0.11841877]
GOLD TOK: 	 [['good']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump tries to use complete lie about former president obama to justify pardon ##ing joe ar ##pa ##io'
GOLD SEQ: 	 b'trump tries to use complete lie about former president obama to justify pardon ##ing joe ar ##pa ##io'
PRED SEQ:	 b'trump tries to use complete lie about former president obama to justify pardon ##ing joe ar ##pa ##io'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2557105, 0.25375664, 0.04810691, 0.18282688, 0.2903697, 0.2243666, 0.115389034, 0.22562283, 0.10753979, -0.016742837, 0.114814974, 0.15358001, 0.27192754, 0.08783636, 0.3930182, 0.32865748, 0.24727511, 0.13174112]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump secretary of un - education betsy dev ##os just got the shock of her career !'
GOLD SEQ: 	 b'trump secretary of un - education betsy dev ##os just got the shock of her career !'
PRED SEQ:	 b'trump secretary of un - education betsy dev ##os just got the shock of her career !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09530059, 0.10454163, -0.26056716, -0.05534912, -0.26579177, 0.07575167, 0.09583703, 0.079168245, -0.058425162, 0.26696295, 0.017750893, 0.19117433, 0.057558835, 0.04158877, 0.077382, 0.13541932, 0.0007664263]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'president trump drops robert mueller ##s on am talk show ( video )'
GOLD SEQ: 	 b'president trump drops robert mueller bombs ##hell on am talk show ( video )'
PRED SEQ:	 b'president trump claims robert mueller ##s on am talk show ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.085027695, -0.01859703, 0.20959535, 0.1762809, 0.08592935, 0.055817842, 0.05683273, 0.2968123, 0.25103298, 0.051164493, 0.06924247, 0.17283073, 0.014082313]
GOLD TOK: 	 [['bombs', '##hell']]
PRED TOK: 	 [['claims']]
################################################################################
IN SEQ: 	 b'breaking : jeff session uses 1 word to justify his hate for muslims its'
GOLD SEQ: 	 b'breaking : jeff session uses 1 word to justify his hate for muslims its sick'
PRED SEQ:	 b'breaking : jeff session uses 1 word to justify his position for muslims its'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06779738, -0.119552925, 0.12955862, 0.15084048, -0.08090797, 0.18986772, 0.11567402, -0.09665741, 0.017467648, 0.13846226, -0.0059358403, -0.119786225, -0.03951004, -0.1417256]
GOLD TOK: 	 [['sick']]
PRED TOK: 	 [['position']]
################################################################################
IN SEQ: 	 b'us total solar eclipse sparks spectator'
GOLD SEQ: 	 b'us total solar eclipse sparks spectator excitement'
PRED SEQ:	 b'us total solar eclipse sparks'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.35153338, -0.13751003, -0.348306, -0.25622678, -0.115489915, -0.06988608]
GOLD TOK: 	 [['excitement']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'lord of the rings actor read trump ##s t ##wee ##ts in go ##llum ##s voice'
GOLD SEQ: 	 b'lord of the rings actor just hilarious ##ly read trump ##s t ##wee ##ts in go ##llum ##s voice'
PRED SEQ:	 b'lord of the rings actor read trump ##s t ##wee ##ts in go ##llum ##s voice'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.613591, 0.02758056, -0.022412382, 0.2800414, 0.3983168, 0.18452466, 0.15562834, 0.10858071, 0.18736528, 0.13947687, -0.0367606, 0.06400618, 0.3229963, 0.1312807, 0.30761686, 0.43581188]
GOLD TOK: 	 [['just', 'hilarious', '##ly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'amid charlotte ##sville crisis trump plans to pardon convicted criminal and former officer'
GOLD SEQ: 	 b'amid charlotte ##sville crisis trump plans to pardon convicted criminal and racist former officer'
PRED SEQ:	 b'amid charlotte ##sville crisis trump plans to pardon convicted criminal and former officer'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.065788984, -0.08647252, -0.057547152, 0.15659574, 0.010019392, 0.03332217, -0.047075436, 0.1699179, 0.014280289, 0.0046011508, -0.14867228, 0.11913389, 0.08486271]
GOLD TOK: 	 [['racist']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'millennia ##ls are fighting to build a more socially conscious world built on authenticity'
GOLD SEQ: 	 b'millennia ##ls are fighting to build a more socially conscious world built on authenticity'
PRED SEQ:	 b'millennia ##ls are fighting to build a more socially conscious world built on authenticity'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.049500465, 0.15920186, -0.19930017, -0.34601757, -0.5136916, -0.5133417, -0.22594808, -0.4511324, -0.30531543, -0.30207512, -0.25855306, -0.5182427, -0.3869759, 0.009047985]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'obama ##s ambassador to russia slams trump weak trump after putin meeting'
GOLD SEQ: 	 b'obama ##s ambassador to russia slams weak trump after putin meeting'
PRED SEQ:	 b'obama ##s ambassador to russia slams trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.061809406, 0.013620779, 0.04805252, -0.15361354, -0.10796809, -0.052205533, -0.055662215, 0.08359018, -0.05983463, 0.0109487325, -0.109431416, 0.02066058]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump just spent your money to fur ##nish the white house ; the amount might piss you off ( details )'
GOLD SEQ: 	 b'trump just spent your money to fur ##nish the white house ; the amount will piss you off ( details )'
PRED SEQ:	 b'trump just spent your money to fur ##nish the white house ; the amount might piss you off ( details )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.38409948, 0.41706783, 0.11233653, 0.12866728, -0.07673044, 0.01019888, -0.09673722, -0.12005129, -0.030518964, -0.027771175, -0.056189924, 0.045693625, 0.56151885, 0.5081451, 0.520415, 0.249429, 0.42293775, -0.12776786, -0.22757545, 0.046781093, -0.054990172]
GOLD TOK: 	 [['will']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'sean spice ##r t ##wee ##ts lies about obama ##care & gets leveled online'
GOLD SEQ: 	 b'sean spice ##r t ##wee ##ts massive lies about obama ##care & gets leveled online'
PRED SEQ:	 b'sean spice ##r t ##wee ##ts lies about obama and gets leveled online'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.25924653, 0.10684329, -0.14359969, 0.03920856, 0.0032752454, -0.11652732, 0.06899381, -0.03455545, 0.06928423, -0.004624963, 0.097199306, 0.13951543, 0.1652213, 0.15632918]
GOLD TOK: 	 [['massive']]
PRED TOK: 	 [['and']]
################################################################################
IN SEQ: 	 b'nasa is researching ways to bounce asteroids away from earth'
GOLD SEQ: 	 b'nasa is researching ways to bounce asteroids away from earth'
PRED SEQ:	 b'nasa is researching ways to bounce asteroids away from earth'
